"scaffold","missing.filter","mask.filter","num.windows","perc.orig.windows"
"NC_050081.1",1,10,2,0.000499625281039221
"NC_050082.1",1,10,0,0
"NC_050083.1",1,10,0,0
"NC_050084.1",1,10,0,0
"NC_050085.1",1,10,0,0
"NC_050086.2",1,10,0,0
"NC_050087.2",1,10,1,0.000520562207183758
"NC_050088.1",1,10,0,0
"NC_050089.1",1,10,0,0
"NC_050090.1",1,10,1,0.000580383052814858
"NC_050091.1",1,10,0,0
"NC_050092.1",1,10,0,0
"NC_050093.1",1,10,0,0
"NC_050094.1",1,10,0,0
"NC_050095.1",1,10,0,0
"NC_050068.2",1,11,7,0.000197483496022118
"NC_050069.1",1,11,5,0.000183344945179861
"NC_050070.1",1,11,4,0.000188528067115992
"NC_050071.1",1,11,1,6.82454104961441e-05
"NC_050072.1",1,11,2,0.000145380533546558
"NC_050073.1",1,11,1,7.62601998017235e-05
"NC_050074.1",1,11,2,0.000156678417547983
"NC_050075.1",1,11,0,0
"NC_050076.1",1,11,1,9.50389659760502e-05
"NC_050077.1",1,11,1,0.000115633672525439
"NC_050078.2",1,11,0,0
"NC_050079.1",1,11,0,0
"NC_050080.1",1,11,2,0.000485908649173955
"NC_050081.1",1,11,2,0.000499625281039221
"NC_050082.1",1,11,0,0
"NC_050083.1",1,11,0,0
"NC_050084.1",1,11,0,0
"NC_050085.1",1,11,0,0
"NC_050086.2",1,11,0,0
"NC_050087.2",1,11,1,0.000520562207183758
"NC_050088.1",1,11,0,0
"NC_050089.1",1,11,0,0
"NC_050090.1",1,11,1,0.000580383052814858
"NC_050091.1",1,11,0,0
"NC_050092.1",1,11,0,0
"NC_050093.1",1,11,0,0
"NC_050094.1",1,11,0,0
"NC_050095.1",1,11,0,0
"NC_050068.2",2,0,22808,0.643457653896067
"NC_050069.1",2,0,17309,0.634703531223644
"NC_050070.1",2,0,14081,0.66366592826507
"NC_050071.1",2,0,9456,0.645328601651539
"NC_050072.1",2,0,8444,0.613796612633568
"NC_050073.1",2,0,7462,0.569053610920461
"NC_050074.1",2,0,7058,0.552918135526831
"NC_050075.1",2,0,6166,0.564135407136322
"NC_050076.1",2,0,5851,0.55607298992587
"NC_050077.1",2,0,4350,0.503006475485661
"NC_050078.2",2,0,4482,0.560039985005623
"NC_050079.1",2,0,2090,0.472316384180791
"NC_050080.1",2,0,2458,0.597181729834791
"NC_050081.1",2,0,2486,0.621034224331751
"NC_050082.1",2,0,1580,0.475903614457831
"NC_050083.1",2,0,1169,0.442635365391897
"NC_050084.1",2,0,1240,0.487613055446323
"NC_050085.1",2,0,946,0.399662019433883
"NC_050086.2",2,0,1231,0.614578132800799
"NC_050087.2",2,0,1246,0.648620510150963
"NC_050088.1",2,0,923,0.489395546129374
"NC_050089.1",2,0,684,0.3648
"NC_050090.1",2,0,1420,0.824143934997098
"NC_050091.1",2,0,1016,0.599056603773585
"NC_050092.1",2,0,820,0.497572815533981
"NC_050093.1",2,0,735,0.445995145631068
"NC_050094.1",2,0,958,0.587730061349693
"NC_050095.1",2,0,632,0.937685459940653
"NC_050068.2",2,1,12248,0.3455396941827
"NC_050069.1",2,1,8826,0.323640497231491
"NC_050070.1",2,1,6959,0.327991704765047
"NC_050071.1",2,1,4314,0.294410700880366
"NC_050072.1",2,1,3975,0.288943810423784
"NC_050073.1",2,1,3615,0.27568062228323
"NC_050074.1",2,1,2891,0.226478652565609
"NC_050075.1",2,1,2423,0.221683440073193
"NC_050076.1",2,1,2387,0.226858011784832
"NC_050077.1",2,1,1659,0.191836262719704
"NC_050078.2",2,1,1736,0.216918655504186
"NC_050079.1",2,1,815,0.184180790960452
"NC_050080.1",2,1,1003,0.243683187560739
"NC_050081.1",2,1,1107,0.276542593055209
"NC_050082.1",2,1,533,0.160542168674699
"NC_050083.1",2,1,479,0.181370692919349
"NC_050084.1",2,1,355,0.139598898938262
"NC_050085.1",2,1,377,0.159273341782847
"NC_050086.2",2,1,377,0.188217673489765
"NC_050087.2",2,1,437,0.227485684539302
"NC_050088.1",2,1,293,0.155355249204666
"NC_050089.1",2,1,205,0.109333333333333
"NC_050090.1",2,1,518,0.300638421358096
"NC_050091.1",2,1,408,0.240566037735849
"NC_050092.1",2,1,280,0.169902912621359
"NC_050093.1",2,1,189,0.114684466019417
"NC_050094.1",2,1,332,0.203680981595092
"NC_050095.1",2,1,424,0.629080118694362
"NC_050068.2",2,2,3594,0.101393669243356
"NC_050069.1",2,2,2438,0.0893989952697004
"NC_050070.1",2,2,1814,0.0854974784371023
"NC_050071.1",2,2,956,0.0652426124343138
"NC_050072.1",2,2,931,0.0676746383659228
"NC_050073.1",2,2,876,0.0668039350263098
"NC_050074.1",2,2,729,0.0571092831962397
"NC_050075.1",2,2,618,0.0565416285452882
"NC_050076.1",2,2,574,0.0545523664702528
"NC_050077.1",2,2,400,0.0462534690101758
"NC_050078.2",2,2,367,0.0458578033237536
"NC_050079.1",2,2,169,0.0381920903954802
"NC_050080.1",2,2,178,0.043245869776482
"NC_050081.1",2,2,299,0.0746939795153635
"NC_050082.1",2,2,117,0.0352409638554217
"NC_050083.1",2,2,114,0.0431654676258993
"NC_050084.1",2,2,78,0.0306724341329139
"NC_050085.1",2,2,107,0.0452049007182087
"NC_050086.2",2,2,96,0.0479281078382426
"NC_050087.2",2,2,90,0.0468505986465383
"NC_050088.1",2,2,72,0.0381760339342524
"NC_050089.1",2,2,33,0.0176
"NC_050090.1",2,2,81,0.0470110272780035
"NC_050091.1",2,2,99,0.058372641509434
"NC_050092.1",2,2,65,0.0394417475728155
"NC_050093.1",2,2,35,0.0212378640776699
"NC_050094.1",2,2,81,0.0496932515337423
"NC_050095.1",2,2,108,0.160237388724036
"NC_050068.2",2,3,1893,0.0534051797099814
"NC_050069.1",2,3,1326,0.0486230794616992
"NC_050070.1",2,3,948,0.0446811519064901
"NC_050071.1",2,3,486,0.033167269501126
"NC_050072.1",2,3,471,0.0342371156502144
"NC_050073.1",2,3,451,0.0343933501105773
"NC_050074.1",2,3,387,0.0303172737955347
"NC_050075.1",2,3,310,0.0283623055809698
"NC_050076.1",2,3,288,0.0273712222011025
"NC_050077.1",2,3,221,0.0255550416281221
"NC_050078.2",2,3,192,0.0239910033737348
"NC_050079.1",2,3,86,0.0194350282485876
"NC_050080.1",2,3,85,0.0206511175898931
"NC_050081.1",2,3,137,0.0342243317511866
"NC_050082.1",2,3,61,0.0183734939759036
"NC_050083.1",2,3,42,0.0159030670200682
"NC_050084.1",2,3,33,0.0129767990562328
"NC_050085.1",2,3,53,0.0223912125052809
"NC_050086.2",2,3,38,0.018971542685971
"NC_050087.2",2,3,32,0.0166579906298803
"NC_050088.1",2,3,35,0.0185577942735949
"NC_050089.1",2,3,12,0.0064
"NC_050090.1",2,3,32,0.0185722576900754
"NC_050091.1",2,3,42,0.0247641509433962
"NC_050092.1",2,3,28,0.0169902912621359
"NC_050093.1",2,3,13,0.00788834951456311
"NC_050094.1",2,3,37,0.0226993865030675
"NC_050095.1",2,3,58,0.086053412462908
"NC_050068.2",2,4,143,0.00403430570445184
"NC_050069.1",2,4,94,0.00344688496938139
"NC_050070.1",2,4,60,0.00282792100673988
"NC_050071.1",2,4,29,0.00197911690438818
"NC_050072.1",2,4,25,0.00181725666933198
"NC_050073.1",2,4,33,0.00251658659345687
"NC_050074.1",2,4,27,0.00211515863689777
"NC_050075.1",2,4,17,0.00155535224153705
"NC_050076.1",2,4,21,0.00199581828549705
"NC_050077.1",2,4,19,0.00219703977798335
"NC_050078.2",2,4,6,0.000749718855429214
"NC_050079.1",2,4,4,0.000903954802259887
"NC_050080.1",2,4,15,0.00364431486880466
"NC_050081.1",2,4,20,0.00499625281039221
"NC_050082.1",2,4,3,0.000903614457831325
"NC_050083.1",2,4,1,0.000378644452858766
"NC_050084.1",2,4,0,0
"NC_050085.1",2,4,3,0.00126742712294043
"NC_050086.2",2,4,1,0.000499251123315027
"NC_050087.2",2,4,3,0.00156168662155128
"NC_050088.1",2,4,1,0.000530222693531283
"NC_050089.1",2,4,0,0
"NC_050090.1",2,4,3,0.00174114915844457
"NC_050091.1",2,4,3,0.0017688679245283
"NC_050092.1",2,4,1,0.000606796116504854
"NC_050093.1",2,4,0,0
"NC_050094.1",2,4,1,0.000613496932515337
"NC_050095.1",2,4,5,0.00741839762611276
"NC_050068.2",2,5,77,0.0021723184562433
"NC_050069.1",2,5,64,0.00234681529830223
"NC_050070.1",2,5,36,0.00169675260404393
"NC_050071.1",2,5,18,0.00122841738893059
"NC_050072.1",2,5,17,0.00123573453514574
"NC_050073.1",2,5,17,0.0012964233966293
"NC_050074.1",2,5,17,0.00133176654915785
"NC_050075.1",2,5,11,0.0010064043915828
"NC_050076.1",2,5,10,0.000950389659760502
"NC_050077.1",2,5,12,0.00138760407030527
"NC_050078.2",2,5,2,0.000249906285143071
"NC_050079.1",2,5,2,0.000451977401129943
"NC_050080.1",2,5,6,0.00145772594752187
"NC_050081.1",2,5,13,0.00324756432675493
"NC_050082.1",2,5,1,0.000301204819277108
"NC_050083.1",2,5,1,0.000378644452858766
"NC_050084.1",2,5,0,0
"NC_050085.1",2,5,1,0.00042247570764681
"NC_050086.2",2,5,0,0
"NC_050087.2",2,5,1,0.000520562207183758
"NC_050088.1",2,5,1,0.000530222693531283
"NC_050089.1",2,5,0,0
"NC_050090.1",2,5,1,0.000580383052814858
"NC_050091.1",2,5,2,0.00117924528301887
"NC_050092.1",2,5,1,0.000606796116504854
"NC_050093.1",2,5,0,0
"NC_050094.1",2,5,1,0.000613496932515337
"NC_050095.1",2,5,2,0.0029673590504451
"NC_050068.2",2,6,55,0.00155165604017379
"NC_050069.1",2,6,50,0.00183344945179861
"NC_050070.1",2,6,30,0.00141396050336994
"NC_050071.1",2,6,11,0.000750699515457585
"NC_050072.1",2,6,11,0.00079959293450607
"NC_050073.1",2,6,10,0.000762601998017235
"NC_050074.1",2,6,15,0.00117508813160987
"NC_050075.1",2,6,7,0.000640439158279963
"NC_050076.1",2,6,7,0.000665272761832351
"NC_050077.1",2,6,9,0.00104070305272895
"NC_050078.2",2,6,0,0
"NC_050079.1",2,6,1,0.000225988700564972
"NC_050080.1",2,6,5,0.00121477162293489
"NC_050081.1",2,6,4,0.000999250562078441
"NC_050082.1",2,6,1,0.000301204819277108
"NC_050083.1",2,6,0,0
"NC_050084.1",2,6,0,0
"NC_050085.1",2,6,0,0
"NC_050086.2",2,6,0,0
"NC_050087.2",2,6,1,0.000520562207183758
"NC_050088.1",2,6,0,0
"NC_050089.1",2,6,0,0
"NC_050090.1",2,6,1,0.000580383052814858
"NC_050091.1",2,6,1,0.000589622641509434
"NC_050092.1",2,6,0,0
"NC_050093.1",2,6,0,0
"NC_050094.1",2,6,0,0
"NC_050095.1",2,6,2,0.0029673590504451
"NC_050068.2",2,7,43,0.00121311290413587
"NC_050069.1",2,7,35,0.00128341461625903
"NC_050070.1",2,7,24,0.00113116840269595
"NC_050071.1",2,7,6,0.000409472462976865
"NC_050072.1",2,7,9,0.000654212400959512
"NC_050073.1",2,7,7,0.000533821398612064
"NC_050074.1",2,7,9,0.000705052878965922
"NC_050075.1",2,7,7,0.000640439158279963
"NC_050076.1",2,7,7,0.000665272761832351
"NC_050077.1",2,7,4,0.000462534690101758
"NC_050078.2",2,7,0,0
"NC_050079.1",2,7,1,0.000225988700564972
"NC_050080.1",2,7,4,0.000971817298347911
"NC_050081.1",2,7,2,0.000499625281039221
"NC_050082.1",2,7,1,0.000301204819277108
"NC_050083.1",2,7,0,0
"NC_050084.1",2,7,0,0
"NC_050085.1",2,7,0,0
"NC_050086.2",2,7,0,0
"NC_050087.2",2,7,1,0.000520562207183758
"NC_050088.1",2,7,0,0
"NC_050089.1",2,7,0,0
"NC_050090.1",2,7,1,0.000580383052814858
"NC_050091.1",2,7,0,0
"NC_050092.1",2,7,0,0
"NC_050093.1",2,7,0,0
"NC_050094.1",2,7,0,0
"NC_050095.1",2,7,1,0.00148367952522255
"NC_050068.2",2,8,31,0.000874569768097952
"NC_050069.1",2,8,22,0.00080671775879139
"NC_050070.1",2,8,13,0.000612716218126974
"NC_050071.1",2,8,4,0.000272981641984577
"NC_050072.1",2,8,6,0.000436141600639674
"NC_050073.1",2,8,4,0.000305040799206894
"NC_050074.1",2,8,7,0.00054837446141794
"NC_050075.1",2,8,4,0.000365965233302836
"NC_050076.1",2,8,3,0.000285116897928151
"NC_050077.1",2,8,3,0.000346901017576318
"NC_050078.2",2,8,0,0
"NC_050079.1",2,8,0,0
"NC_050080.1",2,8,3,0.000728862973760933
"NC_050081.1",2,8,2,0.000499625281039221
"NC_050082.1",2,8,1,0.000301204819277108
"NC_050083.1",2,8,0,0
"NC_050084.1",2,8,0,0
"NC_050085.1",2,8,0,0
"NC_050086.2",2,8,0,0
"NC_050087.2",2,8,1,0.000520562207183758
"NC_050088.1",2,8,0,0
"NC_050089.1",2,8,0,0
"NC_050090.1",2,8,1,0.000580383052814858
"NC_050091.1",2,8,0,0
"NC_050092.1",2,8,0,0
"NC_050093.1",2,8,0,0
"NC_050094.1",2,8,0,0
"NC_050095.1",2,8,1,0.00148367952522255
"NC_050068.2",2,9,19,0.000536026632060035
"NC_050069.1",2,9,16,0.000586703824575556
"NC_050070.1",2,9,8,0.000377056134231984
"NC_050071.1",2,9,3,0.000204736231488432
"NC_050072.1",2,9,4,0.000290761067093116
"NC_050073.1",2,9,3,0.00022878059940517
"NC_050074.1",2,9,5,0.000391696043869957
"NC_050075.1",2,9,3,0.000274473924977127
"NC_050076.1",2,9,2,0.0001900779319521
"NC_050077.1",2,9,1,0.000115633672525439
"NC_050078.2",2,9,0,0
"NC_050079.1",2,9,0,0
"NC_050080.1",2,9,3,0.000728862973760933
"NC_050081.1",2,9,2,0.000499625281039221
"NC_050082.1",2,9,0,0
"NC_050083.1",2,9,0,0
"NC_050084.1",2,9,0,0
"NC_050085.1",2,9,0,0
"NC_050086.2",2,9,0,0
"NC_050087.2",2,9,1,0.000520562207183758
"NC_050088.1",2,9,0,0
"NC_050089.1",2,9,0,0
"NC_050090.1",2,9,1,0.000580383052814858
"NC_050091.1",2,9,0,0
"NC_050092.1",2,9,0,0
"NC_050093.1",2,9,0,0
"NC_050094.1",2,9,0,0
"NC_050095.1",2,9,0,0
"NC_050068.2",2,10,10,0.000282119280031597
"NC_050069.1",2,10,12,0.000440027868431667
"NC_050070.1",2,10,7,0.000329924117452986
"NC_050071.1",2,10,1,6.82454104961441e-05
"NC_050072.1",2,10,3,0.000218070800319837
"NC_050073.1",2,10,2,0.000152520399603447
"NC_050074.1",2,10,4,0.000313356835095966
"NC_050075.1",2,10,1,9.14913083257091e-05
"NC_050076.1",2,10,1,9.50389659760502e-05
"NC_050077.1",2,10,1,0.000115633672525439
"NC_050078.2",2,10,0,0
"NC_050079.1",2,10,0,0
"NC_050080.1",2,10,3,0.000728862973760933
"NC_050081.1",2,10,2,0.000499625281039221
"NC_050082.1",2,10,0,0
"NC_050083.1",2,10,0,0
"NC_050084.1",2,10,0,0
"NC_050085.1",2,10,0,0
"NC_050086.2",2,10,0,0
"NC_050087.2",2,10,1,0.000520562207183758
"NC_050088.1",2,10,0,0
"NC_050089.1",2,10,0,0
"NC_050090.1",2,10,1,0.000580383052814858
"NC_050091.1",2,10,0,0
"NC_050092.1",2,10,0,0
"NC_050093.1",2,10,0,0
"NC_050094.1",2,10,0,0
"NC_050095.1",2,10,0,0
"NC_050068.2",2,11,7,0.000197483496022118
"NC_050069.1",2,11,5,0.000183344945179861
"NC_050070.1",2,11,4,0.000188528067115992
"NC_050071.1",2,11,1,6.82454104961441e-05
"NC_050072.1",2,11,2,0.000145380533546558
"NC_050073.1",2,11,1,7.62601998017235e-05
"NC_050074.1",2,11,2,0.000156678417547983
"NC_050075.1",2,11,0,0
"NC_050076.1",2,11,1,9.50389659760502e-05
"NC_050077.1",2,11,1,0.000115633672525439
"NC_050078.2",2,11,0,0
"NC_050079.1",2,11,0,0
"NC_050080.1",2,11,2,0.000485908649173955
"NC_050081.1",2,11,2,0.000499625281039221
"NC_050082.1",2,11,0,0
"NC_050083.1",2,11,0,0
"NC_050084.1",2,11,0,0
"NC_050085.1",2,11,0,0
"NC_050086.2",2,11,0,0
"NC_050087.2",2,11,1,0.000520562207183758
"NC_050088.1",2,11,0,0
"NC_050089.1",2,11,0,0
"NC_050090.1",2,11,1,0.000580383052814858
"NC_050091.1",2,11,0,0
"NC_050092.1",2,11,0,0
"NC_050093.1",2,11,0,0
"NC_050094.1",2,11,0,0
"NC_050095.1",2,11,0,0
"NC_050068.2",3,0,20294,0.572532866896124
"NC_050069.1",3,0,15342,0.562575629789887
"NC_050070.1",3,0,12392,0.584059951925343
"NC_050071.1",3,0,8307,0.566914624991469
"NC_050072.1",3,0,7438,0.54067020425965
"NC_050073.1",3,0,6558,0.500114390299703
"NC_050074.1",3,0,6105,0.478260869565217
"NC_050075.1",3,0,5212,0.476852698993596
"NC_050076.1",3,0,5069,0.481752518532598
"NC_050077.1",3,0,3762,0.435013876040703
"NC_050078.2",3,0,3868,0.4833187554667
"NC_050079.1",3,0,1817,0.410621468926554
"NC_050080.1",3,0,2056,0.499514091350826
"NC_050081.1",3,0,2249,0.561828628528604
"NC_050082.1",3,0,1342,0.40421686746988
"NC_050083.1",3,0,989,0.374479363877319
"NC_050084.1",3,0,1045,0.410931970114039
"NC_050085.1",3,0,824,0.348119983100972
"NC_050086.2",3,0,902,0.450324513230155
"NC_050087.2",3,0,1077,0.560645497136908
"NC_050088.1",3,0,756,0.40084835630965
"NC_050089.1",3,0,561,0.2992
"NC_050090.1",3,0,1308,0.759141033081834
"NC_050091.1",3,0,916,0.540094339622642
"NC_050092.1",3,0,703,0.426577669902913
"NC_050093.1",3,0,588,0.356796116504854
"NC_050094.1",3,0,828,0.507975460122699
"NC_050095.1",3,0,605,0.897626112759644
"NC_050068.2",3,1,11855,0.334452406477459
"NC_050069.1",3,1,8557,0.313776539180815
"NC_050070.1",3,1,6756,0.31842390535891
"NC_050071.1",3,1,4215,0.287654405241248
"NC_050072.1",3,1,3867,0.28109326161227
"NC_050073.1",3,1,3498,0.266758178906429
"NC_050074.1",3,1,2804,0.219663141402272
"NC_050075.1",3,1,2367,0.216559926806953
"NC_050076.1",3,1,2324,0.220870556928341
"NC_050077.1",3,1,1627,0.18813598519889
"NC_050078.2",3,1,1695,0.211795576658753
"NC_050079.1",3,1,800,0.180790960451977
"NC_050080.1",3,1,980,0.238095238095238
"NC_050081.1",3,1,1088,0.271796152885336
"NC_050082.1",3,1,525,0.158132530120482
"NC_050083.1",3,1,467,0.176826959485044
"NC_050084.1",3,1,351,0.138025953598112
"NC_050085.1",3,1,367,0.155048584706379
"NC_050086.2",3,1,373,0.186220668996505
"NC_050087.2",3,1,422,0.219677251431546
"NC_050088.1",3,1,289,0.153234358430541
"NC_050089.1",3,1,197,0.105066666666667
"NC_050090.1",3,1,510,0.295995356935577
"NC_050091.1",3,1,400,0.235849056603774
"NC_050092.1",3,1,274,0.16626213592233
"NC_050093.1",3,1,182,0.110436893203884
"NC_050094.1",3,1,324,0.198773006134969
"NC_050095.1",3,1,410,0.608308605341246
"NC_050068.2",3,2,3553,0.100236980195227
"NC_050069.1",3,2,2423,0.0888489604341608
"NC_050070.1",3,2,1799,0.0847904981854174
"NC_050071.1",3,2,954,0.0651061216133215
"NC_050072.1",3,2,921,0.06694773569819
"NC_050073.1",3,2,874,0.0666514146267063
"NC_050074.1",3,2,726,0.0568742655699177
"NC_050075.1",3,2,612,0.0559926806953339
"NC_050076.1",3,2,573,0.0544573275042768
"NC_050077.1",3,2,399,0.0461378353376503
"NC_050078.2",3,2,365,0.0456078970386105
"NC_050079.1",3,2,169,0.0381920903954802
"NC_050080.1",3,2,178,0.043245869776482
"NC_050081.1",3,2,298,0.0744441668748439
"NC_050082.1",3,2,117,0.0352409638554217
"NC_050083.1",3,2,114,0.0431654676258993
"NC_050084.1",3,2,78,0.0306724341329139
"NC_050085.1",3,2,107,0.0452049007182087
"NC_050086.2",3,2,96,0.0479281078382426
"NC_050087.2",3,2,89,0.0463300364393545
"NC_050088.1",3,2,72,0.0381760339342524
"NC_050089.1",3,2,32,0.0170666666666667
"NC_050090.1",3,2,81,0.0470110272780035
"NC_050091.1",3,2,97,0.0571933962264151
"NC_050092.1",3,2,65,0.0394417475728155
"NC_050093.1",3,2,34,0.020631067961165
"NC_050094.1",3,2,81,0.0496932515337423
"NC_050095.1",3,2,106,0.15727002967359
"NC_050068.2",3,3,1872,0.052812729221915
"NC_050069.1",3,3,1322,0.0484764035055553
"NC_050070.1",3,3,943,0.0444454918225951
"NC_050071.1",3,3,484,0.0330307786801338
"NC_050072.1",3,3,467,0.0339463545831213
"NC_050073.1",3,3,450,0.0343170899107756
"NC_050074.1",3,3,387,0.0303172737955347
"NC_050075.1",3,3,309,0.0282708142726441
"NC_050076.1",3,3,287,0.0272761832351264
"NC_050077.1",3,3,221,0.0255550416281221
"NC_050078.2",3,3,190,0.0237410970885918
"NC_050079.1",3,3,86,0.0194350282485876
"NC_050080.1",3,3,85,0.0206511175898931
"NC_050081.1",3,3,137,0.0342243317511866
"NC_050082.1",3,3,61,0.0183734939759036
"NC_050083.1",3,3,42,0.0159030670200682
"NC_050084.1",3,3,33,0.0129767990562328
"NC_050085.1",3,3,53,0.0223912125052809
"NC_050086.2",3,3,38,0.018971542685971
"NC_050087.2",3,3,32,0.0166579906298803
"NC_050088.1",3,3,35,0.0185577942735949
"NC_050089.1",3,3,12,0.0064
"NC_050090.1",3,3,32,0.0185722576900754
"NC_050091.1",3,3,41,0.0241745283018868
"NC_050092.1",3,3,28,0.0169902912621359
"NC_050093.1",3,3,13,0.00788834951456311
"NC_050094.1",3,3,37,0.0226993865030675
"NC_050095.1",3,3,56,0.0830860534124629
"NC_050068.2",3,4,140,0.00394966992044236
"NC_050069.1",3,4,94,0.00344688496938139
"NC_050070.1",3,4,59,0.00278078898996088
"NC_050071.1",3,4,29,0.00197911690438818
"NC_050072.1",3,4,23,0.00167187613578542
"NC_050073.1",3,4,33,0.00251658659345687
"NC_050074.1",3,4,27,0.00211515863689777
"NC_050075.1",3,4,17,0.00155535224153705
"NC_050076.1",3,4,21,0.00199581828549705
"NC_050077.1",3,4,19,0.00219703977798335
"NC_050078.2",3,4,6,0.000749718855429214
"NC_050079.1",3,4,4,0.000903954802259887
"NC_050080.1",3,4,15,0.00364431486880466
"NC_050081.1",3,4,20,0.00499625281039221
"NC_050082.1",3,4,3,0.000903614457831325
"NC_050083.1",3,4,1,0.000378644452858766
"NC_050084.1",3,4,0,0
"NC_050085.1",3,4,3,0.00126742712294043
"NC_050086.2",3,4,1,0.000499251123315027
"NC_050087.2",3,4,3,0.00156168662155128
"NC_050088.1",3,4,1,0.000530222693531283
"NC_050089.1",3,4,0,0
"NC_050090.1",3,4,3,0.00174114915844457
"NC_050091.1",3,4,3,0.0017688679245283
"NC_050092.1",3,4,1,0.000606796116504854
"NC_050093.1",3,4,0,0
"NC_050094.1",3,4,1,0.000613496932515337
"NC_050095.1",3,4,5,0.00741839762611276
"NC_050068.2",3,5,76,0.00214410652824014
"NC_050069.1",3,5,64,0.00234681529830223
"NC_050070.1",3,5,35,0.00164962058726493
"NC_050071.1",3,5,18,0.00122841738893059
"NC_050072.1",3,5,16,0.00116304426837246
"NC_050073.1",3,5,17,0.0012964233966293
"NC_050074.1",3,5,17,0.00133176654915785
"NC_050075.1",3,5,11,0.0010064043915828
"NC_050076.1",3,5,10,0.000950389659760502
"NC_050077.1",3,5,12,0.00138760407030527
"NC_050078.2",3,5,2,0.000249906285143071
"NC_050079.1",3,5,2,0.000451977401129943
"NC_050080.1",3,5,6,0.00145772594752187
"NC_050081.1",3,5,13,0.00324756432675493
"NC_050082.1",3,5,1,0.000301204819277108
"NC_050083.1",3,5,1,0.000378644452858766
"NC_050084.1",3,5,0,0
"NC_050085.1",3,5,1,0.00042247570764681
"NC_050086.2",3,5,0,0
"NC_050087.2",3,5,1,0.000520562207183758
"NC_050088.1",3,5,1,0.000530222693531283
"NC_050089.1",3,5,0,0
"NC_050090.1",3,5,1,0.000580383052814858
"NC_050091.1",3,5,2,0.00117924528301887
"NC_050092.1",3,5,1,0.000606796116504854
"NC_050093.1",3,5,0,0
"NC_050094.1",3,5,1,0.000613496932515337
"NC_050095.1",3,5,2,0.0029673590504451
"NC_050068.2",3,6,54,0.00152344411217063
"NC_050069.1",3,6,50,0.00183344945179861
"NC_050070.1",3,6,29,0.00136682848659094
"NC_050071.1",3,6,11,0.000750699515457585
"NC_050072.1",3,6,11,0.00079959293450607
"NC_050073.1",3,6,10,0.000762601998017235
"NC_050074.1",3,6,15,0.00117508813160987
"NC_050075.1",3,6,7,0.000640439158279963
"NC_050076.1",3,6,7,0.000665272761832351
"NC_050077.1",3,6,9,0.00104070305272895
"NC_050078.2",3,6,0,0
"NC_050079.1",3,6,1,0.000225988700564972
"NC_050080.1",3,6,5,0.00121477162293489
"NC_050081.1",3,6,4,0.000999250562078441
"NC_050082.1",3,6,1,0.000301204819277108
"NC_050083.1",3,6,0,0
"NC_050084.1",3,6,0,0
"NC_050085.1",3,6,0,0
"NC_050086.2",3,6,0,0
"NC_050087.2",3,6,1,0.000520562207183758
"NC_050088.1",3,6,0,0
"NC_050089.1",3,6,0,0
"NC_050090.1",3,6,1,0.000580383052814858
"NC_050091.1",3,6,1,0.000589622641509434
"NC_050092.1",3,6,0,0
"NC_050093.1",3,6,0,0
"NC_050094.1",3,6,0,0
"NC_050095.1",3,6,2,0.0029673590504451
"NC_050068.2",3,7,43,0.00121311290413587
"NC_050069.1",3,7,35,0.00128341461625903
"NC_050070.1",3,7,23,0.00108403638591695
"NC_050071.1",3,7,6,0.000409472462976865
"NC_050072.1",3,7,9,0.000654212400959512
"NC_050073.1",3,7,7,0.000533821398612064
"NC_050074.1",3,7,9,0.000705052878965922
"NC_050075.1",3,7,7,0.000640439158279963
"NC_050076.1",3,7,7,0.000665272761832351
"NC_050077.1",3,7,4,0.000462534690101758
"NC_050078.2",3,7,0,0
"NC_050079.1",3,7,1,0.000225988700564972
"NC_050080.1",3,7,4,0.000971817298347911
"NC_050081.1",3,7,2,0.000499625281039221
"NC_050082.1",3,7,1,0.000301204819277108
"NC_050083.1",3,7,0,0
"NC_050084.1",3,7,0,0
"NC_050085.1",3,7,0,0
"NC_050086.2",3,7,0,0
"NC_050087.2",3,7,1,0.000520562207183758
"NC_050088.1",3,7,0,0
"NC_050089.1",3,7,0,0
"NC_050090.1",3,7,1,0.000580383052814858
"NC_050091.1",3,7,0,0
"NC_050092.1",3,7,0,0
"NC_050093.1",3,7,0,0
"NC_050094.1",3,7,0,0
"NC_050095.1",3,7,1,0.00148367952522255
"NC_050068.2",3,8,31,0.000874569768097952
"NC_050069.1",3,8,22,0.00080671775879139
"NC_050070.1",3,8,12,0.000565584201347976
"NC_050071.1",3,8,4,0.000272981641984577
"NC_050072.1",3,8,6,0.000436141600639674
"NC_050073.1",3,8,4,0.000305040799206894
"NC_050074.1",3,8,7,0.00054837446141794
"NC_050075.1",3,8,4,0.000365965233302836
"NC_050076.1",3,8,3,0.000285116897928151
"NC_050077.1",3,8,3,0.000346901017576318
"NC_050078.2",3,8,0,0
"NC_050079.1",3,8,0,0
"NC_050080.1",3,8,3,0.000728862973760933
"NC_050081.1",3,8,2,0.000499625281039221
"NC_050082.1",3,8,1,0.000301204819277108
"NC_050083.1",3,8,0,0
"NC_050084.1",3,8,0,0
"NC_050085.1",3,8,0,0
"NC_050086.2",3,8,0,0
"NC_050087.2",3,8,1,0.000520562207183758
"NC_050088.1",3,8,0,0
"NC_050089.1",3,8,0,0
"NC_050090.1",3,8,1,0.000580383052814858
"NC_050091.1",3,8,0,0
